,A_Polarity,A_Subjectivity,Characters,Dale_Chall,Dale_Chall_Percentage,Flesch,S_Polarity,S_Subjectivity,Spache_Percentage,Weasel_Percentage,Word_Count,bin
0,-0.07777777777777777,0.34888888888888886,4.957446808510638,11.580658865248228,0.5460992907801419,60.52039682539683,-0.15444444444444444,0.3838095238095239,0.46808510638297873,0.02127659574468085,141,0
1,0.07307692307692307,0.43846153846153846,4.523148148148148,10.531440740740742,0.6481481481481481,56.11125000000004,0.065,0.2866666666666667,0.5925925925925926,0.046296296296296294,216,0
2,0.1347594909175791,0.41586018148518156,4.696258253851798,11.05620532788317,0.5810711665443874,59.15882078507079,0.08354342942411123,0.259563332290605,0.5458547322083639,0.04402054292002935,1363,0
3,0.08015781917297067,0.3787494351888293,4.9155990957045965,11.938208629102993,0.5425772418990203,44.05300546448089,0.07128398139558854,0.275179054576376,0.5094197437829691,0.039939713639788994,1327,0
4,0.15297101449275366,0.4791890959282262,4.353182751540041,9.99473473911441,0.6365503080082136,73.35084543078037,0.1405328798185941,0.4191226649389916,0.6057494866529775,0.012320328542094456,487,0
5,0.003676470588235294,0.41960784313725485,5.059479553903346,11.80465504337051,0.5390334572490706,43.94583398184179,0.022708333333333327,0.45250000000000007,0.46096654275092935,0.022304832713754646,269,0
6,-0.024227472089314195,0.3807968347442032,5.253071253071253,11.527925116025116,0.5712530712530712,32.16771291683963,-0.016328823953823953,0.3123516483516484,0.5184275184275184,0.03562653562653563,814,0
7,0.3424242424242424,0.39621212121212124,4.756302521008403,10.807535599694424,0.5798319327731093,47.89485645933016,0.26904761904761904,0.33690476190476193,0.4789915966386555,0.03361344537815126,119,0
8,0.015022675736961462,0.34546485260770976,4.871212121212121,10.565011538461539,0.625,56.936629046629065,0.016369047619047616,0.42966269841269844,0.5303030303030303,0.03409090909090909,264,0
9,-0.029761904761904764,0.3535714285714286,4.552083333333333,10.186870833333334,0.6354166666666666,51.06061355311354,-0.05601851851851852,0.2041666666666667,0.6354166666666666,0.010416666666666666,96,0
10,0.08015873015873017,0.36230158730158735,5.097222222222222,11.766383333333334,0.5416666666666666,41.7869984430605,0.02858974358974359,0.24136752136752135,0.4756944444444444,0.041666666666666664,288,0
11,0.05311791383219956,0.3470710506424793,4.703281027104137,10.254191298145507,0.651925820256776,51.70800066707966,0.016695326278659613,0.24628698804624735,0.6019971469329529,0.039942938659058486,701,0
12,0.03713205836561101,0.3766456387180071,4.823866597186035,11.64448427263058,0.5341323606044815,53.818846172798345,0.02524978821620613,0.31199332522093715,0.5132881709223553,0.0297029702970297,1919,0
13,0.01611111111111112,0.5530555555555555,5.397394136807818,12.97707016286645,0.504885993485342,17.892026845637616,0.019907407407407388,0.46388888888888885,0.44625407166123776,0.02280130293159609,307,0
14,-0.030769230769230764,0.1769230769230769,5.050724637681159,10.804569565217392,0.5942028985507246,52.11079710144929,0.004166666666666668,0.19333333333333336,0.4855072463768116,0.036231884057971016,138,0
15,0.06774217741323005,0.38448640540745793,5.268689859363435,11.892433826794967,0.5529237601776462,31.46605421686749,0.09814971359940873,0.36047700436419944,0.5062916358253146,0.025166543301258327,1351,0
16,-0.0013155652914689075,0.4748004137763175,4.773789649415693,10.423836504102582,0.6101836393989983,60.56569331567894,-0.008746367787463679,0.3412265018086937,0.5525876460767947,0.045075125208681135,1198,0
17,0.09470918866080157,0.4304435483870968,4.850790513833992,10.724990792838875,0.5978260869565217,55.47336213041595,0.07430194805194805,0.3013798701298701,0.5662055335968379,0.0533596837944664,1012,0
18,0.037,0.2446666666666667,5.173601147776184,12.91779711952323,0.4964131994261119,34.04206802099978,0.029666666666666664,0.14938888888888888,0.43615494978479197,0.02295552367288379,697,0
19,0.02035714285714286,0.3469047619047619,4.753709198813056,9.85799800197824,0.6765578635014837,54.61502487562191,0.008556547619047615,0.18139880952380952,0.6112759643916914,0.04154302670623145,337,0
20,0.0673844537815126,0.2747899159663866,4.878846153846154,11.538287545787547,0.5384615384615384,56.59815868263476,0.06488095238095239,0.2119047619047619,0.5173076923076924,0.038461538461538464,520,0
21,0.13677248677248677,0.301058201058201,5.27536231884058,12.614409275362318,0.5181159420289855,26.673887453874556,0.15648148148148147,0.37129629629629624,0.5,0.025362318840579712,276,0
22,-0.05535571884256096,0.3611685463659148,4.667396061269146,10.050009424281296,0.6433260393873085,55.78912556053814,-0.06666543683589138,0.28480790043290044,0.5689277899343544,0.03938730853391685,457,0
23,0.08781487716672902,0.40644718792866935,4.666666666666667,10.577848636739605,0.62944582299421,54.77773728680961,0.06714818997427693,0.2874654934437543,0.5889164598842018,0.03970223325062035,1209,0
0,0.0032396063056440456,0.3905394919545863,5.073684210526316,11.86881937799043,0.5328947368421053,44.292649119050566,-0.031194650587507734,0.25874835085549375,0.4697368421052632,0.021052631578947368,760,0
1,0.0644187675070028,0.30854118920295404,4.609596928982725,10.466136558654172,0.6276391554702495,60.263195940348,0.03427208593875261,0.2224295990205081,0.5758157389635317,0.03838771593090211,2605,0
2,0.0910493827160494,0.2404320987654321,4.708955223880597,11.343039303482588,0.582089552238806,53.19389534883723,0.19462962962962962,0.31092592592592594,0.5149253731343284,0.029850746268656716,134,0
3,0.11774181205999384,0.4054637281910009,4.479757085020243,10.338073732793523,0.6376518218623481,69.42932592592595,0.0903483195045695,0.35804852092352096,0.5809716599190283,0.048582995951417005,494,0
4,0.15132953287023052,0.4391263129635222,4.863817097415507,11.969072840507973,0.536779324055666,43.57334975369457,0.10834605453026508,0.37553547694995065,0.474155069582505,0.036779324055666,1006,0
5,0.008928571428571428,0.26309523809523805,5.473007712082262,12.838088963153385,0.4987146529562982,13.61360000000002,0.027380952380952384,0.22544642857142858,0.43958868894601544,0.012853470437017995,389,0
6,0.09275335692251854,0.4370667107343755,5.258098223615465,11.675467101514178,0.5655694879832811,29.33679044597872,0.08021403740559585,0.37778936161241367,0.5216823406478579,0.044409613375130615,3828,0
7,0.2765217391304348,0.47130434782608693,4.785714285714286,12.938164835164837,0.4785714285714286,40.40187680740314,0.24000000000000002,0.38467948717948713,0.48214285714285715,0.014285714285714285,280,0
8,0.07139582179274122,0.37475349361012833,4.986435921421889,11.13689216133313,0.587464920486436,37.78112198643652,0.062289604528075075,0.324264194206918,0.5423292797006548,0.045135640785781105,4276,0
9,0.019930069930069936,0.42550366300366294,4.769230769230769,10.45439613195154,0.6426799007444168,44.831009038376095,0.037454906204906206,0.40582275132275136,0.575682382133995,0.03225806451612903,403,0
10,0.027824463118580764,0.30865234982882045,4.62876254180602,11.932936194723151,0.5267558528428093,64.57625000000002,0.010629251700680272,0.2549348072562358,0.479933110367893,0.021739130434782608,598,0
11,0.09096618357487922,0.3115700483091787,4.3328,10.71829751724138,0.6192,60.00108247422682,0.07884418901660281,0.28858876117496807,0.5696,0.0464,625,0
12,0.11538035946451795,0.42926374780335164,4.5831353919239906,9.99507845564029,0.6437054631828979,60.7984971028489,0.06997572910838218,0.2523620497982743,0.5973871733966746,0.03978622327790974,1684,0
13,0.047239583333333335,0.2915625,4.747404844290657,10.731794579008074,0.6262975778546713,47.89447994987472,0.030645833333333337,0.1565,0.5813148788927336,0.031141868512110725,289,0
14,0.1018613000755858,0.3675547996976568,4.261333333333333,9.289287368421054,0.704,68.24734586466168,0.0683717757936508,0.24856150793650794,0.656,0.06666666666666667,375,0
15,0.12362135970090513,0.3731281975600158,4.8225,10.579642819148937,0.61375,53.81989361702131,0.07941140299094845,0.24930514561196376,0.54125,0.0375,800,0
16,0.050440392940392945,0.3976889776889776,5.099596231493943,12.263388829071333,0.5289367429340511,41.531333660977594,0.037205953768453766,0.32055423742923733,0.47644683714670255,0.026917900403768506,743,0
17,0.11475934944684943,0.4282640815974149,4.754708097928437,9.937518467606804,0.6534839924670434,52.04592562790967,0.08926717836257311,0.3037619958014695,0.5941619585687382,0.06073446327683616,2124,0
18,0.05524193548387097,0.34677419354838707,5.038,12.049272380952383,0.542,38.266568627450994,-0.025291666666666664,0.29413888888888884,0.488,0.024,500,0
19,0.06842105263157895,0.14285714285714288,5.020876826722338,12.298264433478838,0.5198329853862212,29.03677149599838,0.042499999999999996,0.09696428571428571,0.46346555323590816,0.033402922755741124,479,0
20,0.026247516299872327,0.36595234317747394,4.7778943686603705,11.646462557310722,0.5736271423574677,45.03114414414415,0.01745360476373135,0.2833699791769413,0.5383001049317944,0.047918852745715286,2859,0
0,0.05411255411255411,0.36236171236171233,4.592137592137592,10.712374873916978,0.6191646191646192,59.15495003331114,0.008469742063492054,0.3455646494708995,0.5601965601965602,0.022113022113022112,407,0
1,0.19654735508394044,0.32304402914159014,4.8323108384458076,11.665763056815152,0.558282208588957,43.81501158802263,0.2198502886002886,0.3014222582972582,0.48261758691206547,0.026584867075664622,489,0
2,-0.09215686274509804,0.30686274509803924,5.040404040404041,11.787447008547009,0.5555555555555556,40.317813765182194,-0.11440972222222222,0.2501736111111111,0.4983164983164983,0.04377104377104377,297,0
