-0.078974654,0.383179724,4.689969605,9.697297724,0.675785208,56.95575,-0.030343526,0.221924603,0.621073961,0.038500507,987,1,0
0.028057359,0.398623136,4.784934498,10.20530337,0.635371179,57.55772321,0.000651585,0.233802262,0.557860262,0.048034934,916,1,0
0.022164857,0.527152083,4.644171779,10.03761578,0.649079755,58.70609377,0.014443586,0.39917079,0.569325153,0.029447853,815,1,0
0.043112563,0.387599677,4.880851064,10.57605221,0.631489362,45.12244072,0.015020242,0.254783552,0.570212766,0.040851064,1175,1,0
-0.01744146,0.366257543,4.606097561,9.617120668,0.68902439,55.75759398,0.007037112,0.319561451,0.615853659,0.036585366,820,1,0
0.057071018,0.395935961,4.860869565,11.19073078,0.574879227,47.50133651,0.023195117,0.184735674,0.529468599,0.042512077,1035,1,0
0.047848082,0.395182724,4.620903454,10.06530604,0.646589903,62.91824351,0.010700543,0.278641975,0.588131089,0.045172719,1129,1,0
0.068918651,0.395538767,4.901393355,10.77149069,0.603429796,50.14302612,0.048385417,0.326750356,0.546623794,0.038585209,933,1,0
0.049659091,0.363694084,4.736842105,10.08471904,0.661842105,47.0865508,0.039931034,0.280345101,0.6,0.084210526,760,1,0
-0.000723693,0.287124875,4.657488987,10.30204765,0.639867841,61.20430435,-0.001742794,0.242473342,0.581497797,0.037444934,908,1,0
0.007571829,0.306481642,4.85290404,11.04311952,0.601010101,49.0609548,-0.005122924,0.237918255,0.539772727,0.04229798,1584,1,0
0.061044864,0.360452578,4.945979128,11.6519675,0.577655003,39.2108528,0.045011134,0.299267179,0.526703499,0.02946593,1629,1,0
0.047851575,0.387410989,4.770398482,11.14381801,0.602150538,49.40091266,0.024055359,0.294315722,0.546489564,0.034155598,1581,1,0
0.022790043,0.355021146,4.858108108,11.29330894,0.579954955,46.58484057,0.02575958,0.269212732,0.518018018,0.03490991,888,1,0
0.064781835,0.428048519,4.792226148,11.09991531,0.601413428,51.00356198,0.05853971,0.388638406,0.544169611,0.033215548,1415,1,0
0.002564146,0.390001766,4.726385809,10.29192864,0.658093126,50.85487472,-0.008563289,0.343998316,0.592017738,0.045676275,2255,1,0
0.026341079,0.419291382,4.76928811,10.60665993,0.638837123,48.65925708,0.034369418,0.359781684,0.583674991,0.039508013,2683,1,0
0.014196729,0.461494333,4.642113095,10.09251845,0.65922619,57.00711003,0.013598264,0.337643711,0.607886905,0.046875,1344,1,0
