,0,1
0,0.7148983643425983,0.2851016356574016
1,0.9122080234224286,0.08779197657757147
2,0.8736372036630773,0.12636279633692268
3,0.930604714076096,0.06939528592390398
4,0.31275049318256154,0.6872495068174385
5,0.8648039316327203,0.1351960683672797
6,0.7283001350866511,0.27169986491334885
7,0.30140656821429057,0.6985934317857094
8,0.7310775029893676,0.2689224970106324
9,0.3654348703671534,0.6345651296328466
10,0.4113511314128825,0.5886488685871175
11,0.9379750692803408,0.06202493071965925
12,0.9571785973825314,0.04282140261746862
13,0.9722783166959299,0.027721683304070096
14,0.6670665865398386,0.33293341346016136
15,0.3825747703192265,0.6174252296807735
16,0.9246125604339489,0.07538743956605107
17,0.8074009672840595,0.19259903271594048
18,0.01322723952312932,0.9867727604768707
19,0.8256311965033519,0.1743688034966481
20,0.9043845786227853,0.09561542137721464
21,0.9568475507339731,0.04315244926602694
22,0.22256018809022393,0.7774398119097761
23,0.890884819905998,0.10911518009400205
24,0.8484314464137934,0.15156855358620655
25,0.25919041985529934,0.7408095801447007
26,0.9150762826816358,0.08492371731836425
27,0.44748685801161037,0.5525131419883896
28,0.8987234804326871,0.10127651956731289
29,0.9788278117605318,0.021172188239468183
30,0.9520355840781916,0.04796441592180844
31,0.9187233049000592,0.08127669509994079
32,0.5053995897189101,0.49460041028108986
33,0.5097157864254187,0.49028421357458135
34,0.9047825622640212,0.09521743773597881
35,0.030399704886021617,0.9696002951139784
36,0.9113324696341003,0.08866753036589965
37,0.7466098958237845,0.25339010417621555
38,0.8110771086844037,0.18892289131559625
39,0.15074463696892615,0.8492553630310739
40,0.9778345111690748,0.02216548883092519
41,0.8244054342868276,0.17559456571317242
42,0.9207988515215474,0.0792011484784526
43,0.8841404437716067,0.11585955622839322
44,0.81640380897199,0.18359619102800998
45,0.008628245098190601,0.9913717549018094
46,0.9678119657249146,0.03218803427508548
47,0.9806280330059594,0.019371966994040667
48,0.6074836067551399,0.39251639324486004
49,0.32556975979950453,0.6744302402004955
50,0.1387424660640293,0.8612575339359707
51,0.9620687712693982,0.03793122873060182
52,0.572477721685999,0.427522278314001
53,0.8298871393745232,0.17011286062547679
54,0.46397470549586173,0.5360252945041383
55,0.9271437138270864,0.07285628617291356
56,0.9496374117590929,0.050362588240907086
57,0.6535159606102515,0.3464840393897485
58,0.9731421767522144,0.026857823247785594
59,0.06327635774128726,0.9367236422587127
60,0.9271757903428824,0.07282420965711753
61,0.8815611776761593,0.11843882232384076
62,0.4834185330500813,0.5165814669499187
63,0.8099727697105354,0.19002723028946455
64,0.8517306979273863,0.14826930207261368
65,0.014131521551980386,0.9858684784480196
66,0.9575213350353168,0.042478664964683235
67,0.38588577173427197,0.614114228265728
68,0.8709501971110779,0.1290498028889221
69,0.95353549683063,0.04646450316937001
70,0.9285942572388326,0.0714057427611674
71,0.24926377693224955,0.7507362230677505
72,0.4586068019039947,0.5413931980960053
73,0.367016400652143,0.632983599347857
74,0.2773742294249004,0.7226257705750996
75,0.9292562979735606,0.0707437020264394
76,0.9316950473772597,0.06830495262274025
77,0.09148243050240534,0.9085175694975947
78,0.9053316659677156,0.09466833403228435
79,0.9197134633356849,0.08028653666431508
80,0.9589626820773739,0.04103731792262612
81,0.8707382090013767,0.1292617909986233
82,0.902843523577894,0.09715647642210605
83,0.7739521480797751,0.22604785192022495
84,0.48017763220868825,0.5198223677913117
85,0.9597383256349885,0.04026167436501146
86,0.012609673444788694,0.9873903265552113
87,0.8917724017089925,0.10822759829100753
88,0.938753156410326,0.06124684358967402
89,0.013774309329987688,0.9862256906700123
90,0.9537566458473287,0.046243354152671334
91,0.6553645866710918,0.3446354133289083
92,0.7247455599987,0.2752544400012999
93,0.19468623784931272,0.8053137621506873
94,0.9331993030566874,0.06680069694331263
95,0.12589356242957384,0.8741064375704262
96,0.01889796305405489,0.9811020369459451
97,0.936620510221514,0.06337948977848597
98,0.7977626298868863,0.2022373701131137
99,0.012917746109792128,0.9870822538902079
100,0.8233219000986836,0.17667809990131644
101,0.018293669088288333,0.9817063309117117
102,0.6854998472061742,0.31450015279382587
103,0.9114156681301038,0.08858433186989628
104,0.9199209548224104,0.08007904517758957
105,0.7977467185179481,0.20225328148205193
106,0.9415526202287633,0.0584473797712367
107,0.9504484170894657,0.04955158291053427
108,0.8708610982171484,0.1291389017828516
109,0.8424670920924415,0.15753290790755842
110,0.7809721710345185,0.2190278289654814
111,0.9361355057298515,0.06386449427014848
112,0.8124756503196787,0.18752434968032125
113,0.6857252496154447,0.3142747503845553
114,0.020858265912710006,0.97914173408729
115,0.7838603037164776,0.21613969628352234
116,0.8804813136220134,0.11951868637798659
117,0.012663758079348275,0.9873362419206517
118,0.8786068703318085,0.12139312966819153
119,0.5460519780222158,0.45394802197778417
120,0.9165674570111777,0.08343254298882229
121,0.9251239143225535,0.0748760856774465
122,0.5208430165231915,0.47915698347680846
123,0.6670665865398386,0.33293341346016136
124,0.9724206081773485,0.027579391822651435
125,0.7772289579641178,0.22277104203588213
126,0.0028712569715324543,0.9971287430284675
127,0.942427889982943,0.05757211001705701
128,0.9338440293704124,0.06615597062958754
129,0.9659568267038444,0.03404317329615561
130,0.9546216958250605,0.04537830417493947
131,0.9471393608487987,0.052860639151201365
132,0.9214964842756652,0.0785035157243348
133,0.951746719209083,0.048253280790916994
134,0.8669696811005552,0.13303031889944483
135,0.9172214205402248,0.08277857945977521
136,0.8575083106370938,0.14249168936290618
137,0.9729700446903582,0.02702995530964186
138,0.9317360056151867,0.06826399438481329
139,0.8579793192543369,0.1420206807456631
140,0.8307739825241988,0.1692260174758012
141,0.002604029054093737,0.9973959709459063
142,0.9801291793289792,0.019870820671020747
143,0.7508484964424424,0.2491515035575575
144,0.7059204800614776,0.2940795199385225
145,0.5515924020174388,0.4484075979825613
146,0.6172838006252117,0.3827161993747883
147,0.9744618640112772,0.025538135988722767
148,0.9377007645114527,0.06229923548854733
149,0.9639505396728963,0.03604946032710365
150,0.3416341166676017,0.6583658833323983
151,0.9005502096075669,0.09944979039243303
152,0.12581558963805384,0.8741844103619462
153,0.7465155300882567,0.2534844699117434
154,0.83262051343163,0.16737948656836996
155,0.7712739466035278,0.22872605339647226
156,0.9048943012128988,0.09510569878710115
157,0.8691844823679026,0.13081551763209742
158,0.8622659803313933,0.13773401966860663
159,0.9512331347793739,0.048766865220626086
160,0.058312781757104304,0.9416872182428957
161,0.814369413632474,0.18563058636752602
162,0.9748958339136422,0.02510416608635775
163,0.23832605773508164,0.7616739422649184
164,0.9416750372979469,0.05832496270205308
165,0.9079809960673539,0.09201900393264607
166,0.784057257781754,0.21594274221824605
167,0.2774545811242555,0.7225454188757445
168,0.6140966539906145,0.38590334600938553
169,0.41902562443922287,0.5809743755607771
170,0.2391733969782005,0.7608266030217995
171,0.7903309617387814,0.2096690382612186
172,0.9482303937785084,0.05176960622149159
173,0.8154426108518447,0.1845573891481553
174,0.9110219358989935,0.08897806410100648
175,0.9693668876055874,0.030633112394412586
176,0.39363932529320633,0.6063606747067937
177,0.946989184120934,0.053010815879066024
178,0.8973099628085948,0.10269003719140526
179,0.8473312081577581,0.1526687918422419
180,0.9835273769206139,0.016472623079386125
181,0.8736790565425034,0.12632094345749656
182,0.23457922954115884,0.7654207704588412
183,0.9352288250751696,0.06477117492483042
184,0.16409990057450763,0.8359000994254924
185,0.9529762035710189,0.04702379642898111
186,0.7137971455340886,0.2862028544659115
187,0.13235585585302956,0.8676441441469704
188,0.7557992263794586,0.2442007736205414
189,0.9331234641927191,0.0668765358072809
190,0.8110092806503973,0.18899071934960268
191,0.6731363108350294,0.3268636891649706
192,0.9581175295425511,0.041882470457448834
193,0.5312880600461547,0.46871193995384536
194,0.8916854006204593,0.10831459937954063
195,0.8895131751730787,0.11048682482692126
196,0.01584361497272513,0.9841563850272749
197,0.9244844400255907,0.07551555997440929
198,0.8387713587800456,0.16122864121995437
199,0.6812246758835494,0.31877532411645054
200,0.9308734864205865,0.06912651357941342
